,diff,ath,gb_saturation,gb_sweeping
0,17.460445893581426,3.8543868716464966,7.855085858417798,1.9485385210543513
1,6.058010034537857,4.4708655206760115,6.576422010827582,1.5461669899783235
2,0.07079226622434713,2.8252891062633387,1.5110523911460678,1.834524502045074
3,5.859130023669391,7.595391605543218,4.449314728366251,1.1231816573692517
4,19.02844827750043,6.332648533525937,9.697604320329527,1.1720383281705817
5,45.6784826439884,4.447014468134885,3.533206608152737,1.4037835150460996
6,15.48099277550388,6.8589877395034105,4.567665238430968,1.4598424407831518
7,30.802173142351027,5.235316442093756,7.749857818630461,0.9643462278655437
8,46.05783706415181,8.677999497817032,8.061830654569887,1.7930363538691616
9,27.624648662365146,0.2025339424713532,8.686974356887275,1.9423722433207333
10,33.03117626936429,3.779395062530444,9.888572399766215,0.8922293361557091
11,29.584736516822613,5.514005799404071,9.907296141280394,1.4539586816216503
12,31.492785410603577,9.795240206651252,1.2564327852774326,0.7143960489691008
13,4.58979954249774,3.2698765047190084,8.048623605857369,1.6110584866914688
14,41.2962458906609,5.431818832841262,9.784736422427018,0.8904562344152172
15,7.478318933903729,8.283389562881505,0.8274149729480585,0.6810986455775787
16,44.325418800705776,6.419454604766396,0.3162726242173688,0.6610054074454037
17,40.45607563455455,1.0270863529373457,2.973570810757139,0.517836375348526
18,35.73108574698934,6.018667238392169,8.839306312320728,1.6749449571879738
19,5.9389798782655285,2.0212878746179257,8.222637597905909,0.58258804388195
20,4.510929281949645,2.5422620291439784,9.630397409409786,0.9439984060931029
21,46.60512351740089,8.319341990987578,5.192779498556871,1.0414131497716614
22,19.41999787894329,4.72413814498585,3.2170478829387577,1.379559595165395
23,47.08928861283798,0.6541218603684773,9.667136138673676,1.5823642897637558
24,34.00720211163218,4.335608186779403,5.742513432122754,1.8857351106715246
25,9.022564767045512,7.634286587770394,9.459223400310062,1.0755430522222806
26,6.192879114214517,9.848312425345382,4.567829898917669,1.643256004811223
27,11.405947108898742,3.030056664160958,8.35297423660184,0.9627625519483044
28,37.551402191003916,1.7797643809632626,4.6272003952601075,1.642840839285968
29,42.34464995614345,5.023123221011835,6.086409889827913,0.6164891010439382
30,12.406972591379125,7.703634828848162,9.203350946161805,1.9442323478126922
31,26.13297391305891,1.4141422074360457,9.622128116111945,1.2509659410362672
32,25.85964343005846,0.6091115631271876,1.9473669892405014,1.8214853387238732
33,20.27856186850623,2.5858905370404663,0.6971407301304081,1.149150777162014
34,32.44941720651012,2.163728470193765,6.9618560484445515,0.502542763024754
35,19.340301279033543,9.292177769883338,6.150268218351193,1.223592436708675
36,18.703321092985963,5.095422367403818,3.5110357846217752,1.505355078791759
37,46.93376225122321,9.545694893342063,5.699065199138479,0.7962684496657618
38,33.8022534020504,8.690255512048685,2.9135729130490287,1.9739073603076678
39,39.79868296372183,9.88793535001697,8.402682634333217,1.8384611240406974
40,40.73192022233262,5.845250419108896,8.837042928851341,1.260403986902066
41,39.332239371284444,8.873994934687234,9.279976830730439,0.5993022620152273
42,17.560943690039466,9.797236551029444,6.50882346570252,1.7994356397169995
43,4.806276408667527,9.247851382983932,7.511601855767652,1.2502690275882917
44,5.564840692822358,1.6983719167469105,5.6041514289053875,0.8004519016577485
45,43.89412166970261,6.58676197742216,7.525806842455518,1.4040463442595172
46,5.814641685590211,0.8890302166035843,0.8334729642421577,1.9090756246378602
47,22.14036840397074,9.101890609733733,4.590296550439634,1.9041876526600994
48,0.6010759063331532,7.015585593441493,5.623496105576892,0.7968389287274971
49,19.804335945881686,4.234638157561258,7.15086385915147,0.9754082147266048
50,14.050765603045104,6.102657953996901,4.223624863935117,1.4802706090185482
51,1.880861225263261,4.286956958691141,3.401294528363208,0.7928005549997549
52,9.631446950475242,2.6811499541763846,5.840871234124739,0.9395669051642359
53,40.431519799525304,3.8398801388284656,8.763720315393257,1.5827663336001465
54,26.39764666152043,2.2802609691007745,3.717305369928445,0.5732751747612503
55,7.650264256901165,1.3821910355253861,8.81813496154315,1.1372681813358134
56,3.3552007514920157,5.486035784269839,9.165784010738719,0.7882681010284551
57,15.165398125369945,4.663007723363758,1.52596832289299,1.4605048802864964
58,22.49957952702772,1.1493040396242848,9.401614634654162,1.232625636283874
59,23.444276681610432,3.390890448138081,1.986479969593483,1.8616391374471646
60,38.934368261161424,8.667939286521802,0.47424434128601456,1.780093427502706
61,36.34923597704676,3.5547254815537315,8.397222094885366,1.5599584904592476
62,44.793474816886956,9.349571840334646,3.0731948354551037,1.3221871792112876
63,22.45858430914404,4.160596898529823,5.378146973980541,1.31485039739927
64,10.17619694899357,6.098319608642256,0.172360650910405,1.459359233044181
65,35.206799355552896,0.6183150105011694,7.451874709945679,1.1143013681727778
66,40.06687810445339,3.0358331690514437,3.3201814166558146,1.7400912501078487
67,31.78850306090634,1.7871940374030453,2.2432788157091146,1.0721167569671992
68,39.77375084891493,2.054633326494097,7.009991647121853,1.8462028422593604
69,45.38087341330567,2.759687660241555,5.708853554954619,0.9941310818895028
70,44.84572170312236,1.8641066776959712,1.887302326682871,0.7324173131073848
71,2.65611516318041,7.3349545189908545,2.8089605514927505,1.1014377620723725
72,24.21379725120842,3.7958663997089643,4.441060001545527,0.6297881837121004
73,26.167456608317995,8.183777806542299,7.01675376504115,1.7789578100089742
74,8.031323590323419,8.432578277797004,4.692910361799552,0.5124488747584575
75,14.21305692997852,1.9208167316769207,0.5065897123347842,0.5756606093342056
76,45.73721234498716,5.071498000499719,3.5810478773442265,1.42440191317996
77,36.319067350372045,2.7468848078814,9.868596900049557,0.756899470661925
78,16.746945285861976,7.488490655437209,4.957747158832442,1.7119886232772756
79,11.134890021049381,1.8978304826712253,2.903120348569888,1.0686753221525536
80,8.628567953447236,1.0777916870398623,6.586142564039693,1.8802377891152573
81,21.572228320142816,2.7585589067524725,9.876161364176275,1.1322693119153493
82,20.916859441513672,1.3954020367647875,4.747579766690339,0.873480727068996
83,8.512989203717575,6.852830797147238,1.4074855980388714,1.6179527443785537
84,48.047272081868854,8.601957139190235,7.3426214847529385,1.9977491158275642
